time_s,temperature_C,feedrate_mms,extrusion_force_N,die_diameter_px,die_temperature_C,measured_temperature_C,measured_feedrate_mms,meter_count_mm
3322.7999999980734,227.5,2.0526666666666666,13.946380000000001,19.515979766845703,193.0,227.61,2.110550505229906,5941.481185752463
3322.8999999980733,227.5,2.0526666666666666,13.946380000000001,19.72199249267578,193.0,227.57,2.026776157063838,5941.660884852248
3322.9999999980732,227.5,2.0526666666666666,13.950300000000002,19.72199249267578,193.0,227.57,2.0309289168654083,5941.930433501926
3323.099999998073,227.5,2.0526666666666666,13.955200000000001,18.442256927490234,193.0,227.53,2.0269736885270726,5942.1101326017115
3323.199999998073,227.5,2.0526666666666666,13.962060000000001,18.45705223083496,193.0,227.53,2.0248155775780483,5942.289831701496
3323.299999998073,227.5,2.0526666666666666,13.967940000000002,19.943758010864258,193.1,227.47,2.023871272416375,5942.559380351174
3323.399999998073,227.5,2.0526666666666666,13.975780000000002,19.544208526611328,193.0,227.47,2.0526856014573496,5942.73907945096
3323.499999998073,227.5,2.0526666666666666,13.98264,19.367826461791992,193.0,227.47,2.0214347687643444,5943.008628100638
3323.5999999980727,227.5,2.0526666666666666,13.988520000000003,19.367826461791992,192.9,227.47,2.024220880139461,5943.188327200423
3323.6999999980726,227.5,2.0526666666666666,13.989500000000001,19.3128604888916,192.9,227.47,2.0270931854077427,5943.457875850101
3323.7999999980725,227.5,2.0526666666666666,13.990480000000002,19.23177146911621,192.9,227.42,2.0273405101977864,5943.637574949886
3323.8999999980724,227.5,2.0526666666666666,13.990480000000002,19.44529151916504,192.70001,227.42,2.055054616108549,5943.907123599564
3323.9999999980723,227.5,2.0526666666666666,13.992440000000002,19.500850677490234,192.9,227.34,2.0142150177749367,5944.086822699351
3324.0999999980722,227.5,2.0526666666666666,13.996360000000001,19.500850677490234,192.79999,227.34,2.020950859585831,5944.356371349028
3324.199999998072,227.5,2.0526666666666666,14.00224,19.5914363861084,192.9,227.34,2.0364034110552263,5944.536070448813
3324.299999998072,227.5,2.0526666666666666,14.014980000000001,19.420984268188477,192.6,227.26,2.037546270545778,5944.805619098492
3324.399999998072,227.5,2.0526666666666666,14.031640000000001,19.246152877807617,192.70001,227.26,2.0483014168176337,5944.985318198276
3324.499999998072,227.5,2.0526666666666666,14.041440000000001,19.290332794189453,192.6,227.2,1.9849395026995678,5945.165017298063
3324.599999998072,227.5,2.0526666666666666,14.059080000000002,19.290332794189453,192.9,227.2,2.0349149940509315,5945.43456594774
